league_id,league_name,match_id,team,opponent,side,result,win,pos1_player,pos1_hero,pos1_lh_5m,pos1_networth_10m,enemy_pos1_player,enemy_pos1_hero,enemy_pos1_networth_10m,pos1_vs_enemy_pos1_diff_10m,enemy_pos3_player,enemy_pos3_hero,enemy_pos3_networth_10m,pos1_vs_enemy_pos3_diff_10m,team_networth_10m,enemy_team_networth_10m,team_networth_diff_10m,pos1_kda_10m,pos1_role_source,enemy_pos1_role_source,enemy_pos3_role_source
19101,BLAST Slam VII,8830011623,BB,FLCN,Dire,胜,1,Naruto~,kez,26,4277,I m Going To Be The Best Carry,windrunner,4384,-107,Darkness,viper,4172,105,16724,16126,598,4/1/2,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830022703,PARI,Liquid,Radiant,胜,1,"@""",kez,25,3995,"G,",drow_ranger,4050,-55,50centaur,doom_bringer,3654,341,15749,14392,1357,1/1/2,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830022703,Liquid,PARI,Dire,负,0,"G,",drow_ranger,33,4050,"@""",kez,3995,55,,beastmaster,3650,400,14392,15749,-1357,1/2/0,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830092075,TSpirit,OG,Radiant,胜,1,1.1,necrolyte,27,4012,>>>>>>>><<<<<<<<<,vengefulspirit,3700,312,∩ (◣_◢) ∩,axe,3720,292,14873,13751,1122,1/1/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830092075,OG,TSpirit,Dire,负,0,>>>>>>>><<<<<<<<<,vengefulspirit,21,3700,1.1,necrolyte,4012,-312,pos3jungler,doom_bringer,4008,-308,13751,14873,-1122,2/2/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830097448,GLYPH,Tundra,Radiant,负,0,#V,nevermore,22,4716,lost in the world,templar_assassin,5144,-428,not human (животное),doom_bringer,3640,1076,14572,14429,143,1/0/0,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830097448,Tundra,GLYPH,Dire,胜,1,lost in the world,templar_assassin,30,5144,#V,nevermore,4716,428,wsm,snapfire,3146,1998,14429,14572,-143,3/0/0,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830175194,XG,Aurora,Radiant,负,0,SY,tiny,19,4049,,furion,4457,-408,Shenorita`,axe,3974,75,15002,16306,-1304,1/0/0,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830175194,Aurora,XG,Dire,胜,1,,furion,28,4457,SY,tiny,4049,408,¿,dawnbreaker,3435,1022,16306,15002,1304,1/0/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830280454,PARI,FLCN,Radiant,胜,1,PjJY,nevermore,26,4562,I m Going To Be The Best Carry,vengefulspirit,3173,1389,Darkness,mars,3735,827,17664,13394,4270,0/2/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830280454,FLCN,PARI,Dire,负,0,I m Going To Be The Best Carry,vengefulspirit,21,3173,PjJY,nevermore,4562,-1389,,axe,5190,-2017,13394,17664,-4270,0/1/0,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830206341,LGD,TY,Radiant,胜,1,E1,gyrocopter,35,5366,arima-,nevermore,4897,469,bangkok,beastmaster,3446,1920,19296,15009,4287,0/0/3,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830206341,TY,LGD,Dire,负,0,arima-,nevermore,33,4897,E1,gyrocopter,5366,-469,Wisper,snapfire,4327,570,15009,19296,-4287,2/2/0,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830423116,BB,GLYPH,Radiant,胜,1,0,monkey_king,32,4774,TOXIC,windrunner,4493,281,wsm,omniknight,2603,2171,15421,13799,1622,0/0/0,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830423116,GLYPH,BB,Dire,负,0,TOXIC,windrunner,28,4493,0,monkey_king,4774,-281,Badwater,largo,3935,558,13799,15421,-1622,0/0/0,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830442388,LGD,Tundra,Radiant,胜,1,Yuma,drow_ranger,30,5254,ׂ,nevermore,4436,818,not human (животное),tidehunter,3135,2119,15725,15759,-34,1/0/2,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830442388,Tundra,LGD,Dire,负,0,ׂ,nevermore,18,4436,Yuma,drow_ranger,5254,-818,,largo,3460,976,15759,15725,34,2/2/3,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830529631,Liquid,OG,Radiant,胜,1,yondaime,drow_ranger,24,4996,>>>>>>>><<<<<<<<<,phantom_lancer,4138,858,∩ (◣_◢) ∩,shredder,3104,1892,16320,13462,2858,3/0/0,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8830529631,OG,Liquid,Dire,负,0,>>>>>>>><<<<<<<<<,phantom_lancer,22,4138,yondaime,drow_ranger,4996,-858,50centaur,slardar,3368,770,13462,16320,-2858,0/0/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831470213,TSpirit,OG,Radiant,胜,1,1.1,tiny,23,4027,>>>>>>>><<<<<<<<<,windrunner,3698,329,∩ (◣_◢) ∩,doom_bringer,4200,-173,16444,14665,1779,0/0/0,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831470213,OG,TSpirit,Dire,负,0,>>>>>>>><<<<<<<<<,windrunner,20,3698,1.1,tiny,4027,-329,pn,largo,5062,-1364,14665,16444,-1779,0/2/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831470350,Aurora,Tundra,Radiant,负,0,mode: m0NESY,windrunner,27,4348,lost in the world,ursa,5006,-658,not human (животное),largo,3546,802,14742,16332,-1590,1/0/0,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831470350,Tundra,Aurora,Dire,胜,1,lost in the world,ursa,25,5006,mode: m0NESY,windrunner,4348,658,Shenorita`,shredder,2132,2874,16332,14742,1590,3/0/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831571711,OG,TSpirit,Radiant,负,0,>>>>>>>><<<<<<<<<,kez,27,4466,1.1,drow_ranger,4774,-308,pos3jungler,tidehunter,4088,378,14254,15841,-1587,1/0/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831571711,TSpirit,OG,Dire,胜,1,1.1,drow_ranger,31,4774,>>>>>>>><<<<<<<<<,kez,4466,308,∩ (◣_◢) ∩,lycan,2732,2042,15841,14254,1587,1/0/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831571549,Aurora,Tundra,Radiant,胜,1,mode: m0NESY,alchemist,22,5088,E~u,dragon_knight,3748,1340,not human (животное),beastmaster,3799,1289,16162,13643,2519,3/0/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831571549,Tundra,Aurora,Dire,负,0,E~u,dragon_knight,23,3748,mode: m0NESY,alchemist,5088,-1340,Shenorita`,dawnbreaker,3535,213,13643,16162,-2519,0/1/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831663527,TSpirit,TY,Radiant,负,0,1.1,nevermore,27,4908,arima-,templar_assassin,3660,1248,bangkok,abyssal_underlord,3193,1715,16061,14482,1579,3/0/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831663527,TY,TSpirit,Dire,胜,1,arima-,templar_assassin,17,3660,1.1,nevermore,4908,-1248,pos3jungler,largo,4532,-872,14482,16061,-1579,0/1/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831674830,Aurora,Tundra,Radiant,胜,1,e,nevermore,37,5347,),necrolyte,6194,-847,not human (животное),brewmaster,2310,3037,15486,15297,189,0/0/0,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831674830,Tundra,Aurora,Dire,负,0,),necrolyte,32,6194,e,nevermore,5347,847,P,axe,3060,3134,15297,15486,-189,5/0/2,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831810450,TY,TSpirit,Radiant,胜,1,,lone_druid,29,4558,1.1,alchemist,5123,-565,pos3jungler,pangolier,3571,987,18042,14857,3185,1/1/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831810450,TSpirit,TY,Dire,负,0,1.1,alchemist,20,5123,,lone_druid,4558,565,,axe,4680,443,14857,18042,-3185,2/2/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831817474,Liquid,Aurora,Radiant,负,0,yondaime,life_stealer,18,4188,,windrunner,4588,-400,Shenorita`,axe,4178,10,14924,18060,-3136,1/1/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831817474,Aurora,Liquid,Dire,胜,1,,windrunner,27,4588,yondaime,life_stealer,4188,400,50centaur,dawnbreaker,3558,1030,18060,14924,3136,0/0/1,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831927547,Aurora,Liquid,Radiant,胜,1,mode: m0NESY,phantom_lancer,21,4007,,drow_ranger,4876,-869,50centaur,slardar,3872,135,14135,15793,-1658,2/0/2,league_roster,league_roster,league_roster
19101,BLAST Slam VII,8831927547,Liquid,Aurora,Dire,负,0,,drow_ranger,32,4876,mode: m0NESY,phantom_lancer,4007,869,Z,axe,3728,1148,15793,14135,1658,4/2/2,league_roster,league_roster,league_roster
